week,classification,date,avg_pnl,win_rate,total_volume,avg_proxy_leverage,sentiment_flag
2023-05-01,Greed,2023-05-01 00:00:00,0.0,0.0,905394.256,28.875073164123908,3.0
2023-12-04,Extreme Greed,2023-12-05 00:00:00,0.0,0.0,1102369349.1,11719.018316498703,4.0
2023-12-11,Greed,2023-12-15 12:00:00,-2.3018543847402615,0.2159090909090909,322668166.4091384,2742.8626321328775,3.0
2023-12-18,Greed,2023-12-21 00:00:00,19.722127929304033,0.4059604794298672,1674636101.8498552,7230.524173457313,3.0
2023-12-25,Greed,2023-12-27 19:12:00,-26.413749648122632,0.17703296703296703,3278301785.1269374,6892.729446648067,3.0
2024-01-01,Greed,2024-01-04 00:00:00,5.479946971766702,0.2411932707543797,12017594594.268597,23958.94171533411,3.0
2024-01-08,Extreme Greed,2024-01-10 00:00:00,-9.809391902380952,0.2476190476190476,10975616897.855772,22634.451609405594,4.0
2024-01-08,Greed,2024-01-10 00:00:00,-95.01437241398538,0.15414507772020725,29888747690.945057,58002.51141962703,3.0
2024-01-15,Greed,2024-01-18 00:00:00,-53.596375885276046,0.21970629179406864,8101549997.545053,27932.37001505684,3.0
2024-01-15,Neutral,2024-01-18 00:00:00,0.5019212229522307,0.3031221922731357,11328355648.801392,17950.695370200978,2.0
2024-01-22,Greed,2024-01-22 00:00:00,16.18401128235294,0.27058823529411763,5497215729.758504,6187.717359611905,3.0
2024-01-22,Neutral,2024-01-25 04:48:00,-154.46974444156268,0.11830065359477124,5535843754.998431,9093.644166880253,2.0
2024-01-29,Greed,2024-02-01 00:00:00,2.6165212213144002,0.23612511342786222,27117619797.11612,14638.120346829459,3.0
2024-02-05,Greed,2024-02-07 09:36:00,24.284078345134805,0.21963643790849674,41385516567.08553,9812.701771720274,3.0
2024-02-12,Extreme Greed,2024-02-15 00:00:00,30.244191056231003,0.824468085106383,1500922621.3021874,1527.6967775820185,4.0
2024-02-12,Greed,2024-02-15 00:00:00,31.18901043829836,0.6917146868177796,2734567953.95351,8109.981861310795,3.0
2024-02-19,Extreme Greed,2024-02-21 00:00:00,45.72032614747629,0.8007454591613007,2011243.1637395665,3.0661411456507026,4.0
2024-02-19,Greed,2024-02-22 08:00:00,40.593294778749026,0.41647241647241645,2412794.5681181867,4.733354264585242,3.0
2024-02-26,Extreme Greed,2024-02-29 12:00:00,54.63458273670519,0.739450712143594,2486098.7944196435,3.1764711159264807,4.0
2024-02-26,Greed,2024-02-26 00:00:00,113.25249487179488,0.8717948717948718,1276967.2275816,3.132721283510123,3.0
2024-03-04,Extreme Greed,2024-03-07 00:00:00,82.27316220379714,0.8450673395285699,2228403.7441739365,2.9386066841930947,4.0
2024-03-11,Extreme Greed,2024-03-14 00:00:00,115.56006466017563,0.5590761783909449,82500169.44947457,451.7115371896133,4.0
2024-03-18,Extreme Greed,2024-03-19 08:00:00,62.65318969914369,0.4485171261487051,61925410.9706386,282.5435012222567,4.0
2024-03-18,Greed,2024-03-22 00:00:00,80.67651880015256,0.8295194508009154,51959336.30824424,73.57657526687906,3.0
2024-03-25,Extreme Greed,2024-03-28 00:00:00,55.48775099219706,0.7063502799962593,161588150.6216221,1029.976564462648,4.0
2024-04-01,Extreme Greed,2024-04-04 04:48:00,35.19237680315457,0.3976274944567627,441615861.62563956,998.8690384292983,4.0
2024-04-01,Greed,2024-04-03 12:00:00,15.84855,0.125,162974363.56623352,488.86816704123595,3.0
2024-04-08,Extreme Greed,2024-04-10 00:00:00,37.47796645364908,0.3173539421440726,552402486.906204,2605.4661438751828,4.0
2024-04-08,Greed,2024-04-13 12:00:00,-131.51117171558334,0.4969022366901187,1135128408.7416618,1060.8218164012944,3.0
2024-04-15,Greed,2024-04-17 09:36:00,74.91171489008525,0.6937104307213284,246067411.20411533,672.6004595936081,3.0
2024-04-22,Greed,2024-04-25 00:00:00,27.070799966305916,0.21914381914381914,290040225.5411363,987.0171143402512,3.0
2024-04-29,Greed,2024-05-02 00:00:00,2.9655768666666664,0.1361111111111111,240349129.4684991,1306.0173493633288,3.0
2024-04-29,Neutral,2024-05-02 00:00:00,73.69468118055555,0.2361111111111111,552164255.469138,1997.7657744282824,2.0
2024-05-06,Greed,2024-05-08 16:00:00,48.89105058232508,0.28115865615865615,398254272.9893415,2447.961004365516,3.0
2024-05-06,Neutral,2024-05-11 00:00:00,27.956082444444444,1.0,184847325.147,1965.066600338666,2.0
2024-05-13,Greed,2024-05-15 20:00:00,50.257135399353196,0.30474388467142094,438234787.7413092,1631.3207210894896,3.0
2024-05-20,Extreme Greed,2024-05-23 09:36:00,21.82752793977692,0.22413076923076924,4582862457.095452,4145.933869770939,4.0
2024-05-20,Greed,2024-05-22 00:00:00,201.7463974,0.5,148449312.26233852,5158.614631660509,3.0
2024-05-27,Greed,2024-05-30 08:00:00,2.811941771447158,0.4201282172034568,37066815.45565579,190.15394262257007,3.0
2024-06-03,Extreme Greed,2024-06-06 18:00:00,5.6106564257899505,0.2809116809116809,1343969024.8895607,425.97272061461086,4.0
2024-06-03,Greed,2024-06-05 00:00:00,4.492767380878025,0.458710536914831,700746943.8042588,2116.254480472746,3.0
2024-06-10,Greed,2024-06-13 00:00:00,58.23363828807626,0.2531525675732761,783487683.9016448,869.7698632470989,3.0
2024-06-17,Greed,2024-06-19 16:00:00,308.9731489029463,0.261453277213631,609204776.1547176,1406.0725834371171,3.0
2024-06-17,Neutral,2024-06-22 00:00:00,31.536523541666668,0.3333333333333333,592935840.198722,2363.7583370323177,2.0
2024-06-24,Fear,2024-06-27 00:00:00,60.45963392108843,0.18149659863945578,388453295.64247197,756.9228190071917,1.0
2024-06-24,Neutral,2024-06-26 16:00:00,19.433945287037037,0.09722222222222222,900717711.5109507,2177.4815765464095,2.0
2024-07-01,Fear,2024-07-05 12:00:00,2.6698087375,0.3229166666666667,539065809.198878,1896.4562361565913,1.0
2024-07-01,Neutral,2024-07-02 00:00:00,91.93347602546295,0.45023148148148145,579383199.0083699,1626.8295906432843,2.0
2024-07-08,Fear,2024-07-11 00:00:00,85.95070982986405,0.5179914070891515,512047901.56004983,1945.037479126579,1.0
2024-07-15,Greed,2024-07-18 12:00:00,27.410713950931648,0.3176299489860226,733344539.8659663,1436.7330611459363,3.0
2024-07-15,Neutral,2024-07-15 00:00:00,-0.038461538461538464,0.0,570781209.707,2100.404464486359,2.0
2024-07-22,Greed,2024-07-25 00:00:00,62.671500689675746,0.4640584792840432,997867638.3534178,1292.2714594926947,3.0
2024-07-29,Fear,2024-08-03 12:00:00,-476.68779961385405,0.025324537135560758,4334202576.602499,4039.9375325192486,1.0
2024-07-29,Greed,2024-07-30 18:00:00,9.676868236412812,0.2514197688616293,6046998851.55583,14597.303494606922,3.0
2024-07-29,Neutral,2024-08-01 00:00:00,2.9312283684210527,0.07017543859649122,2248751618.242372,3774.6200836866515,2.0
2024-08-05,Extreme Fear,2024-08-07 00:00:00,-1.0126400763239876,0.06074766355140187,707297358.9298793,803.189539732948,0.0
2024-08-05,Fear,2024-08-08 06:00:00,-30.40647556600379,0.22054924242424243,1396605975.1290748,1746.6044832807852,1.0
2024-08-05,Neutral,2024-08-09 00:00:00,125.56993941666666,0.2986111111111111,8720496001.11143,5794.090953352741,2.0
2024-08-12,Fear,2024-08-15 00:00:00,21.187806784652473,0.22264862466725818,1310595379.9215019,3691.3895870578417,1.0
2024-08-19,Fear,2024-08-20 18:00:00,40.89218387392241,0.3451867816091954,1541061663.2379785,18174.347270216353,1.0
2024-08-19,Greed,2024-08-24 00:00:00,0.0,0.0,1313777247.185,17956.856387195265,3.0
2024-08-19,Neutral,2024-08-25 00:00:00,0.0,0.0,363443144.795762,2045.4749884660923,2.0
2024-08-26,Fear,2024-08-30 00:00:00,40.53358235980392,0.23169934640522877,1188356226.1333945,18738.870123409546,1.0
2024-08-26,Greed,2024-08-26 00:00:00,38.539486333333336,0.3333333333333333,250634388.6805,3996.649118676818,3.0
2024-08-26,Neutral,2024-08-27 00:00:00,0.0,0.0,171284461.2063578,327.758961343209,2.0
2024-09-02,Extreme Fear,2024-09-06 00:00:00,-26.306113452380952,0.0,78329096.719907,178.43516265179497,0.0
2024-09-02,Fear,2024-09-04 18:00:00,7.836655382352941,0.03676470588235294,740944438.7341505,2904.2986628165268,1.0
2024-09-09,Fear,2024-09-10 00:00:00,-24.414406555555555,0.0,1386684.311154367,44.22474833378475,1.0
2024-09-09,Neutral,2024-09-14 00:00:00,0.0,0.0,11.848961580000001,0.00010306096847484907,2.0
2024-09-16,Neutral,2024-09-20 00:00:00,433.08416103901055,0.3,772385326.3673248,11117.27010516048,2.0
2024-09-23,Greed,2024-09-26 16:00:00,0.0,0.0,3259193372.0981402,14998.263029804331,3.0
2024-09-23,Neutral,2024-09-24 08:00:00,74.118987375,0.25,2580702858.3230553,61576.916825795015,2.0
